Country or Area,Year,Area,City,Reliability,Source Year,Value,Value Footnotes
Ukraine,2008,Total,Slovyansk,"Final figure, complete",2008,60702,
Japan,2000,Total,Yaizu,"Final figure, complete",2009,60699,"12,13"
United States of America,2010,Total,Visalia (CA),"Final figure, complete",2013,60696,"3,4"
United States of America,2010,Total,Beaumont (TX),"Final figure, complete",2013,60693,"3,4"
Romania,2006,Total,Satu-Mare,"Final figure, complete",2006,60691,
Belarus,2009,Total,Pinsk,"Final figure, complete",2011,60689,
Brazil,2010,Total,Pouso Alegre,"Final figure, complete",2012,60687,
Serbia,2013,Total,Kraljevo,"Final figure, complete",2014,60686,"67,68"
Romania,2003,Total,Botosani,"Final figure, complete",2004,60686,
Canada,2006,Total,Kingston,"Final figure, complete",2011,60685,42
Japan,2010,Total,Kokubunji,"Final figure, complete",2012,60683,13
Italy,2008,Total,Siracusa,"Final figure, complete",2009,60682,
Japan,2003,Total,Kusatsu,"Final figure, complete",2003,60679,"12,13"
Russian Federation,2008,Total,Shchelkovo,"Final figure, complete",2009,60675,
Japan,2005,Total,Ebina,"Final figure, complete",2007,60675,"12,13"
Venezuela (Bolivarian Republic of),2011,Total,Valera,"Final figure, complete",2012,60672,7
Sweden,2007,Total,Helsingborg,"Final figure, complete",2008,60671.5,
Hungary,2013,Total,GyÃ¶r,Provisional figure,2014,60671,
United States of America,2010,Total,Athens (GA),"Final figure, complete",2013,60671,"3,4,164"
Poland,2007,Total,Elblag,"Final figure, complete",2008,60671,66
Japan,2004,Total,Asaka,"Final figure, complete",2004,60670,"12,13"
Italy,2010,Total,Vicenza,"Final figure, complete",2011,60666.5,
Bangladesh,2001,Total,Pabna,"Final figure, complete",2006,60666,
Costa Rica,2007,Total,Puntarenas,"Final figure, complete",2007,60662,
United States of America,2010,Total,Concord (CA),"Final figure, complete",2013,60659,"3,4"
Russian Federation,2007,Total,Hasaviurt,"Final figure, complete",2008,60657,
Costa Rica,2000,Total,PÃ©rez ZeledÃ_n,"Final figure, complete",2009,60651,
Spain,2011,Total,LeÃ_n,"Final figure, complete",2013,60649,
India,2001,Total,Damoh,"Final figure, complete",2007,60646,5
Brazil,2010,Total,Barreiras,"Final figure, complete",2012,60645,
Brazil,2010,Total,Barreiras,"Final figure, complete",2012,60645,
Canada,2014,Total,Kelowna,Provisional figure,2015,60644,33
Ukraine,2008,Total,Krasny Lutch,"Final figure, complete",2008,60640,
Spain,2008,Total,Dos Hermanas,"Final figure, complete",2009,60636,
Japan,2003,Total,Minoh,"Final figure, complete",2003,60634,"12,13"
Romania,2011,Total,Buzau,"Final figure, complete",2014,60633,
Netherlands,2006,Total,Dordrecht,"Final figure, complete",2006,60632,102
Chile,2008,Total,Punta Arenas,"Final figure, complete",2008,60631,31
Japan,2005,Total,Toyokawa,"Final figure, complete",2007,60630,"12,13"
Philippines,2010,Total,Gingoog,"Final figure, complete",2013,60628,
Switzerland,2007,Total,Lugano,"Final figure, complete",2007,60627,
Japan,2004,Total,Toyokawa,"Final figure, complete",2004,60620,"12,13"
Burkina Faso,2006,Total,Pouytenga,"Final figure, complete",2009,60618,
Hungary,2003,Total,GyÃ¶r,"Final figure, complete",2004,60615,
Latvia,2005,Total,Daugavpils,"Final figure, complete",2006,60614,101
Spain,2010,Total,TorrejÃ_n de Ardoz,"Final figure, complete",2012,60613,
Germany,2014,Total,Pforzheim,"Final figure, complete",2014,60607,
Italy,2009,Total,Siracusa,"Final figure, complete",2010,60607,
Spain,2008,Total,CÃ¡diz,"Final figure, complete",2009,60605,
Pakistan,1998,Total,Gojra,"Final figure, complete",2000,60598,20
Italy,2013,Total,Sassari,"Final figure, complete",2014,60594.5,
Russian Federation,2012,Total,Shchelkovo,"Final figure, complete",2013,60594,
Israel,2006,Total,Ramat Gan,"Final figure, complete",2007,60590,
Venezuela (Bolivarian Republic of),2011,Total,San Fernando de Apure,"Final figure, complete",2012,60585,7
Spain,2006,Total,Santa Coloma de Gramanet,"Final figure, complete",2007,60583,
Poland,2011,Total,Dabrowa GÃ_rnicza,"Final figure, complete",2012,60576,66
Serbia,2010,Total,Zrenjanin,"Final figure, complete",2010,60575,68
Poland,2003,Total,Opole,"Final figure, complete",2004,60565,66
Poland,2003,Total,ChorzÃ_w,"Final figure, complete",2004,60564,66
Poland,2010,Total,TarnÃ_w,"Final figure, complete",2011,60554,66
Romania,2006,Total,Botosani,"Final figure, complete",2007,60551,
Poland,2010,Total,Elblag,"Final figure, complete",2011,60547,66
Russian Federation,2011,Total,Zheleznodorozhny,"Final figure, complete",2012,60542,
Japan,2004,Total,Omuta,"Final figure, complete",2004,60541,"12,13"
Lithuania,2011,Total,Shauliai,"Final figure, complete",2012,60540,
Russian Federation,2012,Total,Bataisk,"Final figure, complete",2013,60539,
Italy,2011,Total,Forli,"Final figure, complete",2012,60536,
Poland,2009,Total,Elblag,"Final figure, complete",2010,60533,66
Italy,2014,Total,Latina,"Final figure, complete",2015,60532,
Italy,2009,Total,Forli,"Final figure, complete",2010,60528,
Netherlands,2006,Total,Leiden,"Final figure, complete",2006,60527,102
Russian Federation,2010,Total,Nefteyugansk,"Final figure, complete",2013,60525,
Russian Federation,2010,Total,Nefteyugansk,"Final figure, complete",2013,60525,
Russian Federation,2012,Total,Kyzyl,"Final figure, complete",2013,60522,
Japan,2003,Total,Matsusaka,"Final figure, complete",2003,60522,"12,13"
Russian Federation,2007,Total,Sergiev Posad,"Final figure, complete",2008,60519,
India,2001,Total,Sivakasi,"Final figure, complete",2007,60517,5
Ukraine,2012,Total,Alchevsk,"Final figure, complete",2012,60513,
Philippines,2010,Total,Nasugbu,"Final figure, complete",2013,60511,
Japan,2000,Total,Minoh,"Final figure, complete",2009,60509,"12,13"
Russian Federation,2010,Total,Achinsk,"Final figure, complete",2013,60508,
Costa Rica,2009,Total,Alajuelita,"Final figure, complete",2009,60508,18
Spain,2012,Total,Santa Coloma de Gramanet,"Final figure, complete",2013,60507,
Chile,2009,Total,Punta Arenas,"Final figure, complete",2009,60504,31
New Zealand,2012,Total,Tauranga,"Final figure, complete",2013,60500,
New Zealand,2010,Total,Dunedin,"Final figure, complete",2011,60500,
Sweden,1999,Total,Helsingborg,"Final figure, complete",1999,60493,
Japan,2010,Total,Konosu,"Final figure, complete",2012,60487,13
Japan,2005,Total,Hofu,"Final figure, complete",2007,60486,"12,13"
Germany,2011,Total,Ulm,"Final figure, complete",2011,60480,
Germany,2014,Total,GÃ¶ttingen,"Final figure, complete",2014,60477,
Mexico,2010,Total,Ciudad de Villa de AlvÃ¡rez,"Final figure, complete",2011,60476,
Ukraine,2007,Total,Pavlograd,"Final figure, complete",2007,60475,
Canada,2006,Total,Brantford,"Final figure, complete",2011,60475,42
Serbia,2003,Total,Cacak,"Final figure, complete",2008,60475,68
Italy,2012,Total,Forli,Provisional figure,2013,60473,
Germany,2011,Total,Offenbach am Main,"Final figure, complete",2011,60473,
Netherlands,2009,Total,Zwolle,"Final figure, complete",2009,60470,
Netherlands,2009,Total,Zwolle,"Final figure, complete",2009,60470,
Russian Federation,2007,Total,Nevinnomyssk,"Final figure, complete",2008,60469,
Japan,2005,Total,Onomichi,"Final figure, complete",2007,60468,"12,13"
India,2001,Total,Modinagar,"Final figure, complete",2007,60468,5
Germany,2013,Total,GÃ¶ttingen,"Final figure, complete",2013,60466,
Japan,2003,Total,Tondabayashi,"Final figure, complete",2003,60463,"12,13"
Sweden,2007,Total,JÃ¶nkÃ¶ping,"Final figure, complete",2008,60461.5,
United States of America,2000,Total,Stamford (CT),"Final figure, complete",2002,60461,"3,4"
Switzerland,2012,Total,BERNE,"Final figure, complete",2013,60459,
Norway,2008,Total,Stavanger,"Final figure, complete",2009,60458,
Netherlands,2007,Total,Dordrecht,"Final figure, complete",2007,60456,102
Germany,1999,Total,Recklinghausen,"Final figure, complete",1999,60456,
Belgium,2006,Total,Brugge,"Final figure, complete",2006,60455,89
Germany,2013,Total,Ulm,"Final figure, complete",2013,60454,
Iran (Islamic Republic of),2006,Total,Marvadsht,"Final figure, complete",2011,60454,
Hungary,2010,Total,KecskemÃ©t,"Final figure, complete",2011,60453.5,
Chile,2007,Total,Punta Arenas,"Final figure, complete",2007,60449,31
Suriname,2012,Total,Wanica,"Final figure, complete",2015,60446,
Russian Federation,2008,Total,Odintsovo,"Final figure, complete",2009,60445,
Romania,2006,Total,Satu-Mare,"Final figure, complete",2007,60442,
Republic of South Sudan,2008,Total,Malakal,"Final figure, complete",2014,60440,
Australia,2010,Total,Darwin,Provisional figure,2012,60437,46
Italy,2001,Total,Bergamo,"Final figure, complete",2009,60436,
Ukraine,2009,Total,Pavlograd,"Final figure, complete",2009,60427,
Japan,2004,Total,Ebina,"Final figure, complete",2004,60427,"12,13"
Hungary,2012,Total,GyÃ¶r,"Final figure, complete",2013,60425.5,
Japan,2010,Total,Hofu,"Final figure, complete",2012,60420,13
Ireland,2011,Total,Cork,"Final figure, complete",2012,60418,
Chile,2002,Total,QuilpuÃ©,"Final figure, complete",2007,60417,
Spain,2009,Total,Parla,"Final figure, complete",2011,60416,
Germany,2011,Total,Bottrop,"Final figure, complete",2011,60415,
Belgium,2007,Total,Brugge,"Final figure, complete",2008,60415,
Japan,2004,Total,Kashihara,"Final figure, complete",2004,60411,"12,13"
United States of America,2010,Total,Stamford (CT),"Final figure, complete",2013,60402,"3,4"
Russian Federation,2009,Total,Nefteyugansk,"Final figure, complete",2010,60395,
India,2001,Total,Beawar,"Final figure, complete",2007,60395,5
Malaysia,2010,Total,Bandar Maharani,"Final figure, complete",2013,60394,
Italy,2008,Total,Latina,"Final figure, complete",2009,60392,
Poland,2004,Total,Opole,"Final figure, complete",2005,60391,66
Netherlands,2011,Total,Leiden,"Final figure, complete",2011,60388,
Serbia,2010,Total,Kraljevo,"Final figure, complete",2010,60388,68
Hungary,2006,Total,GyÃ¶r,"Final figure, complete",2007,60388,
Italy,2010,Total,Trento,"Final figure, complete",2011,60383.5,
Serbia,2009,Total,Pancevo,"Final figure, complete",2010,60383,68
Japan,2005,Total,Ueda,"Final figure, complete",2007,60383,"12,13"
Japan,2003,Total,Kashihara,"Final figure, complete",2003,60380,"12,13"
Philippines,2000,Total,Tuguegarao,"Final figure, complete",2006,60375,
Germany,2015,Total,Heilbronn,"Final figure, complete",2015,60374,54
Chile,2012,Total,Talcahuano,"Final figure, complete",2012,60374,31
Chile,2004,Total,QuilpuÃ©,"Final figure, complete",2004,60374,31
Italy,2009,Total,Vicenza,"Final figure, complete",2010,60372.5,
United Kingdom of Great Britain and Northern Ireland,2001,Total,High Wycombe,"Final figure, complete",2006,60372,"28,29"
India,2001,Total,Mancherial,"Final figure, complete",2007,60371,5
Germany,2012,Total,Wolfsburg,"Final figure, complete",2012,60370,
Spain,2010,Total,JaÃ©n,"Final figure, complete",2012,60361,
Latvia,2006,Total,Daugavpils,"Final figure, complete",2007,60361,101
Russian Federation,2010,Total,Novoshakhtinsk,"Final figure, complete",2013,60359,
Russian Federation,2010,Total,Novoshakhtinsk,"Final figure, complete",2013,60359,
Italy,2010,Total,Siracusa,"Final figure, complete",2011,60356,
Hungary,2007,Total,GyÃ¶r,"Final figure, complete",2008,60354,
Spain,2011,Total,Santa Coloma de Gramanet,"Final figure, complete",2014,60350,
Germany,2014,Total,Wolfsburg,"Final figure, complete",2014,60349,
Mexico,2010,Total,"Guadalupe, Zacatecas","Final figure, complete",2011,60349,
Brazil,2010,Total,Sao Carlo,"Final figure, complete",2012,60342,
Russian Federation,2007,Total,Shchelkovo,"Final figure, complete",2008,60342,
Brazil,2010,Total,Uruguaiana,"Final figure, complete",2012,60339,
Japan,2005,Total,Toyokawa,"Final figure, complete",2007,60337,"12,13"
Germany,1999,Total,GÃ¶ttingen,"Final figure, complete",1999,60334,
New Caledonia,1996,Total,NOUMEA,"Final figure, complete",2001,60327,
Italy,2001,Total,Siracusa,"Final figure, complete",2009,60324,
Spain,2009,Total,JaÃ©n,"Final figure, complete",2011,60313,
Spain,2006,Total,JaÃ©n,"Final figure, complete",2007,60310,
Ukraine,2005,Total,Nikopol,"Final figure, complete",2005,60310,
Belgium,2011,Total,Brugge,"Final figure, complete",2015,60308,
Belgium,2011,Total,Brugge,"Final figure, complete",2015,60308,
Serbia,2010,Total,Å abac,"Final figure, complete",2010,60305,68
Belgium,2011,Total,Brugge,"Final figure, complete",2013,60303,
Poland,2004,Total,ChorzÃ_w,"Final figure, complete",2005,60302,66
Switzerland,2006,Total,Lugano,"Final figure, complete",2006,60301,
New Zealand,2013,Total,Napier-Hastings,"Final figure, complete",2014,60300,162
New Zealand,2010,Total,Dunedin,"Final figure, complete",2011,60300,
United States of America,2000,Total,Coral Springs (FL),"Final figure, complete",2002,60298,"3,4,120"
Ukraine,2008,Total,Pavlograd,"Final figure, complete",2008,60296,
Spain,2011,Total,JaÃ©n,"Final figure, complete",2013,60295,
Philippines,2000,Total,Malabalay,"Final figure, complete",2005,60291,
Russian Federation,2012,Total,Sergiev Posad,"Final figure, complete",2013,60290,
Spain,2011,Total,LeÃ_n,"Final figure, complete",2014,60285,
Netherlands,2011,Total,Dordrecht,"Final figure, complete",2011,60284,
Dominican Republic,2010,Total,Puerto Plata,"Final figure, complete",2012,60284,
Lithuania,2010,Total,Panevezhis,"Final figure, complete",2011,60279,117
Belgium,2001,Total,Brugge,"Final figure, complete",2009,60277,
Belgium,2001,Total,Brugge,"Final figure, complete",2009,60277,
Russian Federation,2006,Total,Shchelkovo,"Final figure, complete",2007,60273,"16,17"
Philippines,2000,Total,Tuguegarao,"Final figure, complete",2006,60270,
India,2001,Total,Mandsaur,"Final figure, complete",2007,60269,5
Chile,2008,Total,Punta Arenas,"Final figure, complete",2008,60267,31
Romania,2007,Total,Botosani,"Final figure, complete",2008,60267,
Italy,2011,Total,Siracusa,Provisional figure,2012,60264.5,
United States of America,2010,Total,Hartford (CT),"Final figure, complete",2013,60260,"3,4"
Russian Federation,2008,Total,Nevinnomyssk,"Final figure, complete",2009,60260,
India,2001,Total,Haldwani-cum-Kathgodam,"Final figure, complete",2007,60260,5
Russian Federation,2011,Total,Achinsk,"Final figure, complete",2012,60257,
Hungary,2005,Total,GyÃ¶r,"Final figure, complete",2006,60257,
United States of America,2000,Total,Lancaster (CA),"Final figure, complete",2002,60257,"3,4"
Iceland,2014,Total,REYKJAVIK,"Final figure, complete",2015,60255.5,
Philippines,2010,Total,Danao City,"Final figure, complete",2013,60251,
Poland,2009,Total,Plock,"Final figure, complete",2010,60251,66
Ukraine,2009,Total,Slovyansk,"Final figure, complete",2009,60251,
Austria,2001,Total,Innsbruck,"Final figure, complete",2009,60251,60
Japan,2000,Total,Kashihara,"Final figure, complete",2009,60251,"12,13"
Serbia,2014,Total,Kraljevo,"Final figure, complete",2015,60249,"67,68"
India,2001,Total,Anklesvar,"Final figure, complete",2007,60249,5
Chile,2009,Total,Villa Alemana,"Final figure, complete",2009,60246,31
Japan,2004,Total,Fujinomiya,"Final figure, complete",2004,60246,"12,13"
Hungary,2004,Total,GyÃ¶r,"Final figure, complete",2005,60244.5,
United States of America,2010,Total,Peoria (IL),"Final figure, complete",2013,60244,"3,4"
Chile,2006,Total,Punta Arenas,"Final figure, complete",2006,60244,31
Philippines,2010,Total,Dipolog,"Final figure, complete",2013,60243,
Germany,2014,Total,Offenbach am Main,"Final figure, complete",2014,60240,
Netherlands,2009,Total,Dordrecht,"Final figure, complete",2009,60229,
Russian Federation,2009,Total,Pervouralsk,"Final figure, complete",2010,60228,
Australia,2001,Total,Hobart,"Final figure, complete",2009,60228,"46,50"
El Salvador,2013,Total,Ciudad Delgado,"Final figure, complete",2013,60226.38236,119
Russian Federation,2008,Total,Pervouralsk,"Final figure, complete",2009,60224,
Lithuania,2003,Total,Shauliai,"Final figure, complete",2004,60221,
Philippines,2010,Total,Dipolog,"Final figure, complete",2013,60217,
Netherlands,2008,Total,Dordrecht,"Final figure, complete",2008,60217,
Ukraine,2011,Total,Pavlograd,"Final figure, complete",2011,60215,
Japan,2000,Total,Higashihiroshima,"Final figure, complete",2009,60213,"12,13"
United States of America,2010,Total,Gainesville (FL),"Final figure, complete",2013,60212,"3,4"
Netherlands,2007,Total,Leiden,"Final figure, complete",2007,60212,102
Spain,2011,Total,Parla,"Final figure, complete",2014,60210,
Brazil,2010,Total,Patos de Minas,"Final figure, complete",2012,60210,
United States of America,2000,Total,Vallejo (CA),"Final figure, complete",2002,60207,"3,4"
Poland,2012,Total,Dabrowa GÃ_rnicza,"Final figure, complete",2013,60206,66
Belgium,2009,Total,Brugge,"Final figure, complete",2011,60206,
Belgium,2009,Total,Brugge,"Final figure, complete",2011,60206,
Israel,2013,Total,Rehovot,"Final figure, complete",2015,60201.65,
Kazakhstan,2009,Total,Koktshetau,"Final figure, complete",2009,60201,
New Zealand,2012,Total,Napier-Hastings,"Final figure, complete",2013,60200,
Italy,2011,Total,Giugliano in Campania,Provisional figure,2012,60200,
New Zealand,2011,Total,Napier-Hastings,"Final figure, complete",2012,60200,
New Zealand,2008,Total,Tauranga,"Final figure, complete",2008,60200,
Brazil,2010,Total,Pinhais,"Final figure, complete",2012,60199,
Brazil,2010,Total,Pinhais,"Final figure, complete",2012,60199,
Iran (Islamic Republic of),2011,Total,Miandoab,"Final figure, complete",2013,60198,
Colombia,2005,Total,Piedecuesta,"Final figure, complete",2008,60195,
Uruguay,2015,Total,PaysandÃº,"Final figure, complete",2015,60194.34828,
Netherlands,2007,Total,Zoetermeer,"Final figure, complete",2007,60192,102
Germany,2012,Total,Bottrop,"Final figure, complete",2012,60191,
Iceland,2008,Total,REYKJAVIK,"Final figure, complete",2009,60183,"145,147"
Japan,2000,Total,Noda,"Final figure, complete",2009,60182,"12,13"
Romania,2010,Total,Botosani,"Final figure, complete",2011,60176,
Serbia,2011,Total,Zrenjanin,"Final figure, complete",2012,60175,"67,68"
Spain,2012,Total,JaÃ©n,"Final figure, complete",2013,60173,
Japan,2010,Total,Kitami,"Final figure, complete",2012,60171,13
Chile,2007,Total,Villa Alemana,"Final figure, complete",2007,60168,31
Ukraine,2012,Total,Pavlograd,"Final figure, complete",2012,60166,
Netherlands,2010,Total,Dordrecht,"Final figure, complete",2010,60166,
Serbia,2005,Total,Cacak,"Final figure, complete",2007,60148,68
United States of America,2000,Total,Concord (CA),"Final figure, complete",2002,60147,"3,4"
Japan,2000,Total,Ebina,"Final figure, complete",2009,60146,"12,13"
Iceland,2012,Total,REYKJAVIK,"Final figure, complete",2013,60144,"145,147"
Russian Federation,2006,Total,Hasaviurt,"Final figure, complete",2007,60143,"16,17"
Serbia,2003,Total,Å abac,"Final figure, complete",2008,60143,68
Netherlands,2003,Total,Leiden,"Final figure, complete",2003,60142,102
Norway,2008,Total,Stavanger,"Final figure, complete",2009,60140,
Japan,2004,Total,Okinawa,"Final figure, complete",2004,60140,"12,13"
Russian Federation,2004,Total,Shchelkovo,"Final figure, complete",2005,60139,"16,17"
Poland,2006,Total,Opole,"Final figure, complete",2006,60137,66
Thailand,2000,Total,Maha Sarakham,"Final figure, complete",2000,60135,30
Japan,2003,Total,Fujinomiya,"Final figure, complete",2003,60127,"12,13"
Spain,2011,Total,JaÃ©n,"Final figure, complete",2014,60125,
Belgium,2000,Total,Brugge,"Final figure, complete",2001,60123,89
Germany,2011,Total,GÃ¶ttingen,"Final figure, complete",2014,60115,
Japan,2000,Total,Ebetsu,"Final figure, complete",2009,60115,"12,13"
Kenya,2009,Total,Garissa,"Final figure, complete",2016,60114,56
Japan,2005,Total,Fujinomiya,"Final figure, complete",2007,60113,"12,13"
Nepal,2011,Total,Butwal,"Final figure, complete",2013,60112,
Russian Federation,2004,Total,Dimitrovgrad,"Final figure, complete",2005,60112,"16,17"
Canada,2006,Total,Trois-RiviÃ¨res,"Final figure, complete",2011,60110,42
Poland,2011,Total,Dabrowa GÃ_rnicza,"Final figure, complete",2013,60106,
Russian Federation,2011,Total,Novoshakhtinsk,"Final figure, complete",2012,60101,
India,2001,Total,Raigarh,"Final figure, complete",2007,60101,5
New Zealand,2009,Total,Dunedin,"Final figure, complete",2011,60100,
Italy,2012,Total,Trento,Provisional figure,2013,60096,
Russian Federation,2007,Total,Pervouralsk,"Final figure, complete",2008,60095,
Ukraine,2013,Total,Alchevsk,"Final figure, complete",2013,60092,
Belarus,1999,Total,Orsha,"Final figure, complete",2009,60090,
Sweden,1999,Total,NorrkÃ¶ping,"Final figure, complete",1999,60089,
United States of America,2000,Total,Pueblo (CO),"Final figure, complete",2002,60082,"3,4"
Mali,2009,Total,Mopti,"Final figure, complete",2015,60080,
Hungary,2009,Total,SzÃ©kesfehÃ©rvar,"Final figure, complete",2010,60075,
Philippines,2000,Total,San Carlos (Negros Occidental),"Final figure, complete",2005,60073,
Serbia,2010,Total,Pancevo,"Final figure, complete",2010,60072,68
Brazil,2010,Total,Botucatu,"Final figure, complete",2012,60071,
Brazil,2010,Total,PalhoÃ§a,"Final figure, complete",2012,60067,
Hungary,2010,Total,SzÃ©kesfehÃ©rvar,"Final figure, complete",2011,60067,
Romania,2011,Total,Botosani,Provisional figure,2012,60065,
Spain,2008,Total,JaÃ©n,"Final figure, complete",2009,60062,
Japan,2003,Total,Toyokawa,"Final figure, complete",2003,60059,"12,13"
Netherlands,2010,Total,Leiden,"Final figure, complete",2010,60049,
Germany,2013,Total,Bottrop,"Final figure, complete",2013,60042,
Philippines,2010,Total,Jolo,"Final figure, complete",2013,60036,
Spain,2008,Total,MatarÃ_,"Final figure, complete",2009,60036,
Japan,2000,Total,Niihama,"Final figure, complete",2009,60034,"12,13"
Spain,2012,Total,LeÃ_n,"Final figure, complete",2013,60033,
Uzbekistan,2001,Total,Termez,"Final figure, complete",2002,60031,
Spain,2013,Total,JaÃ©n,"Final figure, complete",2014,60028,
Serbia,2011,Total,Kraljevo,"Final figure, complete",2012,60027,"67,68"
United States of America,2010,Total,Thornton (CO),"Final figure, complete",2013,60027,"3,4"
Japan,2004,Total,Toda,"Final figure, complete",2004,60027,"12,13"
Japan,2004,Total,Tondabayashi,"Final figure, complete",2004,60027,"12,13"
India,2001,Total,Hanumangarh,"Final figure, complete",2007,60024,5
Kazakhstan,2009,Total,Rudni,"Final figure, complete",2009,60023,
Hungary,2011,Total,SzÃ©kesfehÃ©rvar,"Final figure, complete",2012,60022,
Philippines,2007,Total,Dumaguete,"Final figure, complete",2012,60021,
Ukraine,2013,Total,Pavlograd,"Final figure, complete",2013,60018,
Japan,2010,Total,Matsubara,"Final figure, complete",2012,60017,13
Brazil,2010,Total,Garanhuns,"Final figure, complete",2012,60014,
Chile,2007,Total,Punta Arenas,"Final figure, complete",2007,60014,31
Spain,2009,Total,CÃ¡diz,"Final figure, complete",2011,60010,
Australia,2004,Total,Toowoomba,"Final figure, complete",2005,60008,"46,114"
Italy,2004,Total,Siracusa,"Final figure, complete",2005,60008,
Poland,2011,Total,TarnÃ_w,"Final figure, complete",2012,60006,66
Hungary,2009,Total,KecskemÃ©t,"Final figure, complete",2010,60004,
Mongolia,2000,Total,Hovsgol,"Final figure, complete",2009,60003,
New Zealand,2014,Total,Dunedin,"Final figure, complete",2015,60000,
New Zealand,2011,Total,Tauranga,"Final figure, complete",2012,60000,
New Zealand,2010,Total,Napier-Hastings,"Final figure, complete",2011,60000,
Israel,2005,Total,Ramat Gan,"Final figure, complete",2006,60000,
Japan,2005,Total,Konosu,"Final figure, complete",2007,59999,"12,13"
Hungary,2008,Total,SzÃ©kesfehÃ©rvar,"Final figure, complete",2009,59996,
Italy,2008,Total,Vicenza,"Final figure, complete",2009,59996,
France,1999,Total,Tours,"Final figure, complete",2009,59995,61
Germany,2014,Total,Bottrop,"Final figure, complete",2014,59994,
Sri Lanka,2001,Total,Sri Jayawardanapura Kotte,"Final figure, complete",2009,59993,107
Germany,1999,Total,Bremerhaven,"Final figure, complete",1999,59991,
Italy,2007,Total,Siracusa,"Final figure, complete",2008,59990.5,
Italy,2006,Total,Siracusa,"Final figure, complete",2007,59990.5,
United States of America,2000,Total,Mesquite (TX),"Final figure, complete",2002,59987,"3,4,118"
Italy,2014,Total,Siracusa,"Final figure, complete",2015,59985.5,
Brazil,2010,Total,Itapetininga,"Final figure, complete",2012,59980,
Switzerland,2012,Total,Baden-Brugg,"Final figure, complete",2013,59978.5,
Serbia,2006,Total,Cacak,"Final figure, complete",2007,59977,68
Russian Federation,2010,Total,Shchelkovo,"Final figure, complete",2013,59975,
Philippines,2010,Total,Cauayan,"Final figure, complete",2013,59973,
Poland,2006,Total,ChorzÃ_w,"Final figure, complete",2006,59973,66
Poland,2004,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2005,59972,66
Colombia,2005,Total,Sogamoso,"Final figure, complete",2008,59971,
Poland,2010,Total,Plock,"Final figure, complete",2011,59970,66
Japan,2010,Total,Kokubunji,"Final figure, complete",2012,59967,13
Germany,2011,Total,Offenbach am Main,"Final figure, complete",2011,59962,
Japan,2005,Total,Karatsu,"Final figure, complete",2007,59962,"12,13"
Poland,2006,Total,Opole,"Final figure, complete",2007,59961,66
Italy,2003,Total,Siracusa,"Final figure, complete",2004,59956,
India,2001,Total,Patan,"Final figure, complete",2007,59955,5
Russian Federation,2009,Total,Nevinnomyssk,"Final figure, complete",2010,59953,
Italy,2011,Total,Terni,Provisional figure,2012,59949,
Kazakhstan,2013,Total,Rudni,"Final figure, complete",2015,59947,
Chile,2012,Total,Chiguallante,"Final figure, complete",2012,59946,31
Martinique,2006,Total,FORT-DE-FRANCE,"Final figure, complete",2008,59945,
Serbia,2011,Total,Å abac,"Final figure, complete",2012,59944,"67,68"
Myanmar,2014,Total,Dawei,Provisional figure,2014,59941,
Netherlands,2008,Total,Leiden,"Final figure, complete",2008,59941,
Switzerland,2011,Total,BERNE,"Final figure, complete",2012,59939,
Romania,2007,Total,Satu-Mare,"Final figure, complete",2008,59938,
Japan,2010,Total,Hatsukaichi,"Final figure, complete",2012,59937,13
Romania,2008,Total,Botosani,"Final figure, complete",2009,59936,
Japan,2010,Total,Oshu,"Final figure, complete",2012,59935,13
Germany,2011,Total,FÃ_rth,"Final figure, complete",2014,59933,
Mongolia,2013,Total,Hovsgol,"Final figure, complete",2014,59931.5,
Israel,1995,Total,Ramat Gan,"Final figure, complete",2012,59925,108
Japan,2000,Total,Kusatsu,"Final figure, complete",2009,59922,"12,13"
Germany,2011,Total,Recklinghausen,"Final figure, complete",2014,59920,
Russian Federation,2006,Total,Pervouralsk,"Final figure, complete",2007,59920,"16,17"
El Salvador,2014,Total,Ciudad Delgado,"Final figure, complete",2014,59916.33112,119
Indonesia,2010,Total,Magelang,"Final figure, complete",2011,59916,
Russian Federation,2004,Total,Pervouralsk,"Final figure, complete",2005,59912,"16,17"
Brazil,2010,Total,Nova Friburgo,"Final figure, complete",2012,59906,
Spain,2010,Total,TorrejÃ_n de Ardoz,"Final figure, complete",2012,59903,
New Zealand,2005,Total,Dunedin,"Final figure, complete",2006,59900,
Romania,2009,Total,Botosani,"Final figure, complete",2010,59895,
Russian Federation,2011,Total,Shchelkovo,"Final figure, complete",2012,59894,
Burkina Faso,2006,Total,Solenzo,"Final figure, complete",2009,59892,
Germany,2015,Total,Bottrop,"Final figure, complete",2015,59889,54
Canada,2006,Total,Thunder Bay,"Final figure, complete",2011,59885,42
Brazil,2010,Total,Linhares,"Final figure, complete",2012,59882,
Kazakhstan,2012,Total,Rudni,"Final figure, complete",2015,59881,
Japan,2004,Total,Toyokawa,"Final figure, complete",2004,59880,"12,13"
Japan,2010,Total,Kashihara,"Final figure, complete",2012,59879,13
Poland,2006,Total,ChorzÃ_w,"Final figure, complete",2007,59879,66
Germany,2013,Total,Wolfsburg,"Final figure, complete",2013,59878,
Italy,2011,Total,Trento,"Final figure, complete",2012,59877,
